date,Region_1_Store_1,Region_1_Store_10,Region_1_Store_11,Region_1_Store_12,Region_1_Store_13,Region_1_Store_14,Region_1_Store_15,Region_1_Store_16,Region_1_Store_17,Region_1_Store_18,Region_1_Store_19,Region_1_Store_2,Region_1_Store_20,Region_1_Store_3,Region_1_Store_4,Region_1_Store_5,Region_1_Store_6,Region_1_Store_7,Region_1_Store_8,Region_1_Store_9,Region_2_Store_1,Region_2_Store_10,Region_2_Store_11,Region_2_Store_12,Region_2_Store_13,Region_2_Store_14,Region_2_Store_15,Region_2_Store_16,Region_2_Store_17,Region_2_Store_18,Region_2_Store_19,Region_2_Store_2,Region_2_Store_20,Region_2_Store_3,Region_2_Store_4,Region_2_Store_5,Region_2_Store_6,Region_2_Store_7,Region_2_Store_8,Region_2_Store_9,Region_3_Store_1,Region_3_Store_10,Region_3_Store_11,Region_3_Store_12,Region_3_Store_13,Region_3_Store_14,Region_3_Store_15,Region_3_Store_16,Region_3_Store_17,Region_3_Store_18,Region_3_Store_19,Region_3_Store_2,Region_3_Store_20,Region_3_Store_3,Region_3_Store_4,Region_3_Store_5,Region_3_Store_6,Region_3_Store_7,Region_3_Store_8,Region_3_Store_9,Region_4_Store_1,Region_4_Store_10,Region_4_Store_11,Region_4_Store_12,Region_4_Store_13,Region_4_Store_14,Region_4_Store_15,Region_4_Store_16,Region_4_Store_17,Region_4_Store_18,Region_4_Store_19,Region_4_Store_2,Region_4_Store_20,Region_4_Store_3,Region_4_Store_4,Region_4_Store_5,Region_4_Store_6,Region_4_Store_7,Region_4_Store_8,Region_4_Store_9,Region_5_Store_1,Region_5_Store_10,Region_5_Store_11,Region_5_Store_12,Region_5_Store_13,Region_5_Store_14,Region_5_Store_15,Region_5_Store_16,Region_5_Store_17,Region_5_Store_18,Region_5_Store_19,Region_5_Store_2,Region_5_Store_20,Region_5_Store_3,Region_5_Store_4,Region_5_Store_5,Region_5_Store_6,Region_5_Store_7,Region_5_Store_8,Region_5_Store_9
2018-07-11,137.01,318.64,285.67,303.69,131.12,109.77,316.6,288.02,320.13,83.13,170.0,283.65,216.48,87.86,328.77,303.06,175.26,105.55,301.03,265.39,222.94,331.91,264.39,270.01,108.32,265.36,154.82,109.54,315.45,197.88,185.44,211.67,287.85,97.78,108.8,331.91,262.9,105.94,274.61,254.16,255.0,316.4,81.88,294.81,163.0,129.25,325.7,153.89,280.4,100.55,152.02,146.13,92.22,337.14,52.59,185.93,229.68,192.66,99.82,333.03,122.64,127.0,94.43,189.6,254.95,218.7,266.96,270.23,146.23,139.61,280.01,197.05,255.5,257.4,393.3,185.5,249.91,204.98,318.39,288.58,305.67,181.6,289.33,265.93,300.8,158.17,316.05,102.94,118.09,125.01,310.87,84.07,140.11,134.48,159.51,287.14,324.93,253.15,174.3,317.19
2018-07-12,205.14,309.4,274.13,316.83,78.72,147.85,289.17,290.62,218.69,108.99,210.49,278.49,260.64,116.55,280.62,316.22,169.88,112.91,288.79,254.77,228.19,295.29,327.36,224.96,118.15,223.09,78.85,102.96,289.74,232.49,189.4,200.67,283.08,71.75,83.51,301.64,254.47,112.38,271.49,245.17,291.52,318.48,80.4,305.03,121.48,125.13,318.05,141.79,246.91,127.53,124.44,143.6,90.15,291.56,106.31,158.15,267.85,190.37,113.73,326.13,143.68,108.57,104.05,201.62,251.96,192.8,263.48,236.7,140.28,130.23,272.95,190.05,205.94,313.47,278.54,173.44,333.49,211.94,334.67,299.0,293.53,178.61,297.82,312.48,287.95,183.06,322.83,96.38,92.73,106.69,255.45,102.5,118.64,122.8,153.33,331.1,286.53,213.43,156.82,331.56
2018-07-13,175.32,307.58,287.02,333.81,93.49,104.18,377.72,267.19,299.02,89.77,189.24,260.0,310.16,114.46,343.03,292.95,166.31,88.38,283.2,225.25,240.75,284.82,278.04,204.51,99.37,271.62,126.05,100.83,288.91,209.58,183.92,185.08,301.66,85.4,74.07,309.2,245.01,100.09,285.86,246.29,285.93,308.53,79.89,294.36,141.53,98.33,310.43,154.57,238.24,111.08,216.42,131.16,92.74,334.52,86.09,182.88,215.11,183.57,110.99,324.43,124.49,78.29,96.67,110.54,238.9,168.26,258.18,264.6,136.44,113.97,277.66,166.03,204.38,293.37,314.55,185.07,277.0,262.2,342.45,270.33,270.13,164.78,291.06,244.43,282.03,157.35,248.21,82.01,109.74,99.1,262.98,76.1,198.76,152.23,146.45,305.65,266.74,218.76,159.29,301.97
2018-07-14,121.57,297.89,272.89,274.03,83.68,104.17,367.25,265.83,252.43,78.73,182.5,249.96,233.4,61.17,291.44,278.21,164.7,84.45,282.16,239.2,237.83,292.0,302.37,174.99,91.89,261.88,70.08,103.74,282.46,220.19,180.63,225.05,258.25,68.38,78.55,323.35,241.96,122.38,281.55,247.65,285.55,278.63,64.97,306.09,148.75,88.95,310.51,154.96,263.49,99.01,132.37,123.75,153.31,299.28,89.6,177.17,196.02,165.9,86.9,309.97,138.73,110.95,40.55,170.66,246.91,183.52,266.62,271.31,132.59,105.9,279.48,168.85,192.44,331.97,289.62,171.06,255.19,246.75,321.85,280.51,312.75,172.61,287.61,299.47,276.39,140.99,335.94,73.4,110.26,106.23,231.39,77.11,110.37,145.62,99.73,326.57,291.48,193.05,158.41,317.53
2018-07-15,158.18,309.04,284.12,250.71,92.54,111.38,357.87,287.95,249.31,96.24,205.2,256.51,242.71,77.86,308.91,305.32,166.46,108.04,310.19,235.62,212.72,289.09,276.1,215.97,81.36,234.88,156.54,93.1,286.42,190.05,177.2,209.43,301.34,82.68,78.26,307.21,254.72,113.62,220.41,254.21,252.55,313.31,76.57,286.55,115.22,128.56,311.42,140.58,254.8,118.76,171.5,135.39,126.43,280.0,62.43,144.37,245.51,166.36,110.69,317.48,114.21,120.37,58.04,199.82,239.94,183.84,248.6,256.18,131.46,107.5,291.08,175.43,179.57,304.46,218.94,197.33,275.99,202.44,319.79,239.1,271.83,154.27,302.31,258.82,288.32,156.73,253.83,83.01,80.53,157.26,224.02,80.46,120.03,117.44,110.69,289.22,276.16,217.81,161.72,289.81
2018-07-16,175.14,319.56,249.73,310.51,114.41,119.86,338.95,280.85,282.34,83.43,170.07,269.41,229.84,71.59,327.6,312.28,169.87,78.87,310.61,216.63,238.68,326.0,272.13,188.56,100.94,267.12,82.29,101.22,301.63,216.48,192.62,239.64,282.38,80.9,92.59,292.88,253.3,110.51,287.43,241.47,246.82,302.73,96.82,298.91,137.31,116.57,311.81,157.61,259.2,141.18,174.5,136.0,135.84,302.22,122.88,164.46,226.76,197.4,99.02,315.9,133.74,104.52,74.17,141.71,255.97,194.68,257.18,287.18,138.57,130.08,275.59,178.76,178.32,276.9,274.31,165.68,274.12,206.18,335.68,266.57,329.47,188.63,284.78,278.01,292.59,198.95,320.39,94.57,124.39,182.47,268.4,78.78,107.72,149.61,139.75,290.12,266.66,233.23,168.61,356.22
2018-07-17,182.99,308.04,284.46,317.96,118.8,111.45,352.59,267.04,234.98,124.63,173.27,310.56,282.94,90.0,291.18,286.63,170.8,130.67,296.92,237.14,219.48,268.47,274.66,231.54,83.99,248.23,152.21,96.19,281.34,224.47,189.88,209.39,297.8,76.01,74.8,319.43,264.49,103.29,281.67,247.89,268.96,296.31,28.15,298.8,133.32,110.27,319.17,156.35,267.95,128.86,146.56,141.01,169.08,243.63,117.88,170.45,218.83,209.18,106.7,284.5,130.81,147.89,65.47,171.72,258.31,200.27,255.8,236.53,142.94,113.72,284.22,183.93,195.13,285.22,295.33,185.26,250.62,292.08,312.24,254.75,304.26,169.48,298.29,257.84,282.97,200.91,313.05,105.41,108.81,147.23,241.84,84.87,136.11,127.63,147.46,346.75,278.28,186.86,179.98,339.84
2018-07-18,168.94,312.07,279.9,296.48,98.31,118.87,306.84,267.65,255.23,74.17,214.16,287.73,299.92,100.58,319.9,302.35,174.49,72.18,323.29,245.93,239.0,303.31,267.91,214.6,99.99,245.09,147.78,111.96,300.07,178.29,197.38,238.64,286.77,70.01,116.04,321.56,265.01,132.49,294.7,242.68,276.39,320.17,95.03,301.2,124.07,79.46,326.12,156.97,237.96,127.07,179.74,138.89,146.37,235.57,147.35,186.2,222.2,186.96,111.18,307.18,143.43,133.45,57.25,173.99,255.6,178.12,272.62,312.43,137.74,164.61,284.55,178.55,225.41,245.02,225.85,169.19,225.68,280.42,336.28,262.02,299.35,171.17,300.74,243.87,284.68,192.58,246.5,86.67,110.77,119.96,249.7,66.4,93.03,166.92,169.38,361.78,288.88,198.73,176.09,308.71
2018-07-19,176.93,317.01,270.1,278.43,105.03,110.74,367.4,280.22,251.25,90.38,208.64,287.59,296.34,73.75,285.71,321.87,168.15,115.34,302.15,244.02,222.18,334.43,298.1,210.68,89.93,258.6,163.52,108.55,289.56,209.61,182.76,208.74,253.6,84.26,78.89,335.23,257.15,113.15,304.01,261.56,236.31,316.27,64.72,294.62,140.02,160.84,314.11,134.4,262.11,81.27,141.14,139.2,125.02,295.17,131.32,159.01,222.75,168.3,105.37,294.62,124.35,91.59,105.42,151.87,250.73,210.95,276.85,227.78,142.31,129.56,274.99,197.59,217.76,362.37,266.24,176.88,257.95,250.87,332.01,278.57,284.88,157.2,278.67,228.63,296.49,196.23,232.52,94.8,106.6,96.77,253.29,75.39,117.58,131.65,121.39,305.91,269.34,215.0,170.18,336.29
2018-07-20,213.76,317.4,271.31,303.55,92.64,90.9,357.78,256.04,264.87,56.12,198.03,277.61,224.88,78.35,323.58,308.24,168.16,100.93,307.65,217.47,214.42,298.73,290.5,212.3,72.48,264.47,91.3,99.48,298.72,203.18,180.19,209.93,269.36,82.22,86.7,337.99,256.15,104.13,265.94,247.16,283.59,320.31,34.69,298.35,128.53,102.41,316.19,158.4,253.89,131.48,141.48,151.0,161.16,283.98,106.22,167.13,207.81,194.49,95.84,337.9,120.74,106.81,59.73,197.32,239.37,184.48,264.92,279.22,125.62,119.74,270.75,164.5,193.18,236.22,275.86,165.4,262.23,241.76,306.11,213.19,278.86,158.73,292.35,302.01,293.0,179.93,269.8,85.84,107.15,112.23,258.0,88.72,191.29,61.32,129.83,319.62,299.71,236.95,185.44,329.08
2018-07-21,197.49,295.37,268.13,293.8,74.14,83.62,358.66,273.79,244.9,78.94,177.8,283.16,270.05,73.94,278.43,290.34,158.82,134.02,272.79,256.69,225.77,298.26,272.94,213.29,112.04,270.38,112.73,95.02,295.21,174.55,175.82,209.41,305.76,72.4,87.76,317.02,249.1,102.55,301.42,240.61,289.5,300.93,36.01,295.74,143.37,145.42,313.76,148.56,254.78,103.7,124.04,160.25,84.57,332.92,104.19,176.85,266.99,170.67,95.59,323.72,131.98,93.82,57.57,126.98,231.09,179.76,262.49,266.29,133.81,113.7,262.24,161.83,239.24,281.55,282.03,171.65,261.14,231.65,317.14,250.09,285.9,165.7,290.54,304.02,283.78,191.25,288.34,88.48,108.17,162.64,241.15,78.14,81.62,131.67,153.59,328.88,253.47,206.72,151.34,266.68
2018-07-22,140.06,305.4,274.83,301.51,87.93,111.9,305.28,266.95,315.55,47.19,205.85,303.03,296.49,95.78,294.8,287.97,163.01,66.69,276.68,237.26,216.13,294.54,249.34,206.67,70.17,274.83,142.88,91.9,280.6,175.42,181.54,166.76,290.11,66.32,80.97,323.14,248.5,102.13,243.05,233.16,231.79,316.32,80.72,284.04,129.59,86.63,308.84,148.59,235.93,121.89,167.91,151.47,105.79,244.1,63.67,165.4,255.14,183.5,100.58,310.53,97.64,101.85,84.74,221.4,231.26,173.96,254.07,331.06,140.31,99.37,284.48,165.29,180.46,313.77,330.72,167.36,218.06,205.04,311.96,240.19,300.71,164.73,295.39,233.77,279.4,171.26,264.85,75.44,114.37,132.98,247.9,78.68,143.8,119.04,124.51,310.14,273.81,174.65,156.42,311.92
2018-07-23,151.96,312.22,263.52,275.62,85.32,128.43,306.09,272.34,324.86,109.96,208.34,243.84,274.71,97.01,303.72,329.62,158.14,46.98,280.08,243.12,257.15,285.45,281.8,269.26,83.59,222.96,128.6,90.16,286.8,239.1,181.31,211.71,306.81,73.16,88.84,337.99,246.55,119.11,245.15,247.42,295.41,308.89,69.66,302.64,120.78,94.81,316.18,153.42,253.84,132.69,120.72,161.07,150.77,295.13,60.44,138.88,194.39,178.27,102.45,316.89,121.88,121.34,56.69,217.67,236.87,195.09,265.58,239.65,136.26,132.03,273.54,172.15,212.42,335.25,288.71,165.59,331.42,261.73,311.42,262.94,320.28,151.84,274.61,258.64,278.17,177.34,268.94,82.65,93.42,139.77,250.71,80.47,155.66,118.79,135.11,328.58,300.9,194.3,166.35,328.16
2018-07-24,166.96,313.15,286.32,308.83,94.28,82.28,297.89,268.24,217.33,114.12,201.86,306.89,277.51,86.85,316.76,282.47,168.05,119.68,292.78,252.56,224.87,313.58,298.21,193.8,67.25,223.89,136.34,104.05,299.26,207.73,195.37,233.92,305.78,70.06,86.94,319.19,239.4,126.28,286.86,248.64,241.29,316.76,111.43,292.28,135.59,94.96,300.53,155.56,249.69,122.73,169.88,162.57,56.94,307.53,102.21,161.95,216.13,182.21,104.46,341.18,109.43,110.92,69.59,164.79,255.59,184.97,259.58,210.4,130.56,104.48,269.09,174.98,177.47,347.13,282.18,166.8,333.13,238.91,299.91,230.34,285.36,170.19,296.74,266.02,285.5,229.53,283.5,87.31,127.58,110.77,281.55,87.71,147.91,87.01,134.02,362.81,265.59,193.41,175.08,317.71
2018-07-25,129.53,297.13,298.98,319.56,85.49,86.05,302.38,265.18,292.68,115.27,181.16,238.53,252.07,103.23,340.68,303.87,173.43,67.98,295.72,234.18,217.76,299.28,324.92,243.27,91.65,246.43,144.05,107.45,300.69,228.91,228.95,193.45,263.7,90.9,93.21,333.1,248.31,101.19,265.51,241.04,254.19,318.5,109.67,303.26,132.19,114.16,311.32,166.93,271.45,82.46,160.59,147.45,98.26,298.74,89.24,182.59,223.86,179.15,106.09,303.28,127.4,106.68,50.08,235.88,253.18,204.73,261.64,191.53,137.86,150.41,280.54,200.8,213.24,300.9,327.47,180.78,284.05,262.8,330.31,242.53,310.93,154.1,294.51,270.69,291.36,149.63,229.0,92.8,125.25,133.56,247.92,85.8,85.17,125.57,148.72,272.87,310.18,215.61,172.44,363.18
2018-07-26,136.1,315.14,283.72,269.41,94.63,82.89,264.77,282.88,298.82,93.93,190.82,282.6,268.18,87.64,290.39,279.85,162.44,105.24,296.86,251.14,218.79,303.19,303.2,246.54,98.73,235.58,110.9,112.09,267.1,216.12,249.41,267.27,232.69,56.1,79.61,294.73,261.57,101.61,280.02,246.98,272.3,292.34,51.58,311.32,153.08,106.16,310.87,160.66,252.88,143.2,193.74,138.22,141.42,316.26,86.19,177.8,167.53,199.14,110.61,335.35,120.28,114.02,92.92,147.03,246.11,186.63,262.84,266.52,136.47,136.7,287.73,173.29,214.86,312.71,271.93,172.87,270.44,231.4,311.34,259.59,279.19,175.62,297.26,248.39,284.4,162.87,272.04,82.07,115.69,140.93,252.06,88.44,144.45,157.95,144.31,339.06,279.5,205.0,161.21,341.62
2018-07-27,125.01,317.72,285.16,324.97,91.84,113.33,279.72,261.28,285.0,67.21,207.48,318.01,291.58,87.84,316.97,316.76,161.4,111.58,318.23,233.31,226.22,307.02,285.41,177.66,71.64,286.8,88.53,92.9,292.17,198.68,232.97,212.09,296.29,85.71,72.67,305.64,247.83,97.6,323.36,251.33,269.61,310.18,70.37,290.1,134.99,119.85,307.6,142.67,241.19,145.81,156.07,137.82,116.93,264.89,69.24,129.91,207.95,184.93,101.76,341.77,126.49,119.76,76.59,119.51,241.71,182.5,258.85,299.49,120.8,127.05,278.74,174.33,194.67,288.17,346.91,180.86,250.85,246.01,315.49,227.83,286.92,171.11,292.63,269.27,274.09,122.46,242.06,74.61,102.56,110.54,223.19,92.75,115.7,114.9,91.69,368.43,249.16,178.38,161.9,300.23
2018-07-28,133.13,304.88,285.47,297.54,93.67,111.65,291.87,256.62,247.05,66.21,212.71,287.09,263.64,118.83,330.32,293.99,147.99,93.17,295.43,221.84,225.02,301.89,266.01,206.28,53.36,247.51,90.47,93.93,295.84,175.77,227.19,192.32,264.51,71.45,58.38,343.84,239.38,106.15,276.15,239.5,301.73,303.57,98.73,290.72,127.51,93.07,309.08,167.14,232.83,124.3,168.89,133.77,125.79,301.56,43.42,161.9,235.92,180.73,86.98,304.53,122.08,116.64,108.1,171.93,239.34,197.53,269.49,293.14,132.47,126.18,275.79,159.39,196.91,254.36,267.82,156.34,277.01,221.91,317.06,270.54,302.32,148.86,289.15,245.53,278.71,142.09,251.19,81.2,98.0,75.78,272.6,79.44,124.36,101.83,140.02,333.46,284.72,200.27,151.43,268.12
2018-07-29,193.0,297.51,287.83,310.34,89.63,83.32,273.83,260.54,259.78,123.72,185.42,282.1,220.96,113.73,295.76,297.43,153.88,91.05,276.55,246.09,228.44,295.55,299.75,215.09,78.23,240.04,111.03,99.71,284.18,207.64,243.44,192.16,289.6,78.72,81.22,332.11,252.58,115.32,271.87,248.7,282.27,299.3,51.65,288.35,152.13,109.33,299.83,150.9,259.24,96.25,163.1,139.17,55.79,294.99,76.85,173.22,218.13,178.45,100.31,288.14,114.81,115.26,68.16,170.69,238.31,181.08,262.99,280.33,137.07,119.4,283.53,213.11,186.17,267.6,279.04,173.92,260.06,236.39,318.01,238.99,283.25,160.07,289.01,258.59,278.4,164.63,226.82,77.12,112.78,109.6,240.61,84.0,140.97,74.18,164.21,265.22,283.35,204.38,159.04,325.19
2018-07-30,144.39,304.81,298.71,270.79,109.21,137.23,315.53,266.84,248.73,125.1,190.3,315.88,246.46,71.3,285.45,339.77,158.84,97.98,288.21,264.45,240.3,315.73,285.48,213.67,85.51,238.14,96.18,103.53,293.92,199.31,235.55,249.53,313.38,83.46,77.03,332.39,243.24,89.24,245.62,254.58,275.9,307.99,110.53,292.78,135.45,117.23,298.83,164.7,264.39,136.36,154.88,138.14,90.71,315.02,20.34,171.02,262.13,185.63,111.04,303.77,111.29,130.63,104.15,149.47,248.26,177.81,260.8,340.74,140.38,120.12,283.59,228.01,220.48,254.68,287.44,177.94,298.58,258.27,324.77,248.65,320.28,149.94,291.36,284.86,294.79,159.41,229.51,93.76,120.69,74.29,239.75,86.38,131.83,97.93,98.19,355.2,276.11,200.92,157.39,266.71
2018-07-31,144.09,324.55,275.5,314.23,119.58,99.91,282.97,258.3,261.9,96.79,195.37,269.49,295.99,112.13,266.07,293.13,168.53,110.07,315.62,255.79,208.78,321.75,289.8,216.22,87.82,254.03,112.88,96.5,300.42,205.88,238.03,194.92,267.32,81.59,87.82,304.97,255.88,96.95,226.31,247.35,253.05,343.66,74.54,302.69,130.1,68.49,311.62,153.5,281.04,111.77,182.12,133.48,137.7,273.39,72.85,176.28,242.25,173.33,108.65,332.4,125.95,111.62,74.07,200.11,251.39,188.34,276.84,334.75,129.81,116.65,264.25,232.5,222.86,308.34,316.59,199.34,293.66,228.53,318.25,293.86,313.67,161.73,296.37,246.56,280.69,127.12,278.09,90.67,111.51,140.55,248.47,94.15,170.3,122.2,141.17,308.97,289.07,235.27,168.39,325.23
2018-08-01,189.34,319.22,273.76,267.73,89.06,129.36,304.54,263.57,239.6,81.99,203.39,291.23,272.38,112.53,337.54,328.81,170.4,105.98,304.85,259.66,245.32,317.84,306.64,230.29,119.0,216.3,121.03,99.27,291.73,208.66,236.85,225.35,256.47,76.73,81.57,294.2,261.39,106.43,272.09,249.1,258.52,285.51,85.2,311.7,132.04,78.26,304.43,153.3,250.77,116.46,168.63,137.56,93.28,255.89,52.31,197.08,270.08,191.39,118.86,323.05,139.64,108.14,87.64,141.46,250.32,194.24,282.95,397.24,141.19,119.15,278.49,236.41,213.98,292.8,325.11,181.22,249.52,293.25,332.6,230.33,311.03,168.31,283.78,261.77,286.47,145.38,266.1,86.44,94.15,111.18,241.61,97.92,129.21,133.78,147.32,328.05,304.45,209.38,192.2,318.12
2018-08-02,155.39,314.37,287.9,278.9,102.64,116.47,299.21,260.03,268.49,124.97,185.91,290.94,263.79,75.38,293.0,293.84,165.49,68.3,313.04,233.54,216.88,320.5,281.14,153.31,95.07,263.34,161.69,94.81,293.95,207.25,235.99,237.85,246.19,90.23,94.17,301.49,252.71,114.44,300.71,249.62,242.63,306.05,76.04,298.31,139.55,71.56,305.67,138.63,238.28,137.06,175.73,128.84,140.54,268.06,47.66,164.02,247.15,195.4,92.0,314.54,112.48,108.38,84.92,196.27,240.07,186.08,261.46,330.27,145.7,110.11,281.33,212.66,216.69,293.61,305.64,181.42,250.74,225.21,306.63,285.53,294.37,164.08,314.02,301.45,277.88,170.42,312.01,86.65,111.76,137.13,232.49,76.41,93.26,91.64,101.22,338.24,251.79,229.95,152.31,286.5
2018-08-03,171.08,307.8,282.5,298.89,111.82,83.93,309.64,269.88,223.48,70.15,142.19,266.0,240.7,105.13,273.65,291.57,159.26,122.34,277.21,211.67,230.24,322.13,294.55,202.98,89.14,266.97,83.24,87.94,282.22,206.23,235.86,224.49,269.93,54.63,75.47,316.12,251.62,91.35,257.68,248.09,251.49,313.84,74.16,301.55,119.17,117.62,296.1,129.46,245.93,122.18,135.83,129.38,120.31,251.77,52.2,164.38,220.81,180.76,96.92,286.93,102.34,93.65,83.14,159.77,235.95,179.1,259.69,348.97,126.82,117.74,275.25,211.48,208.83,310.16,275.52,152.06,288.36,238.52,329.82,259.07,285.79,161.22,293.24,220.41,278.09,128.87,251.72,78.36,89.98,115.61,214.67,79.36,140.0,94.06,109.37,346.21,288.39,236.78,157.07,271.11
2018-08-04,141.45,297.69,280.36,285.0,95.42,89.48,310.37,249.72,258.41,89.72,208.19,264.68,285.76,114.75,263.76,331.51,156.32,85.23,270.58,258.21,245.28,266.56,258.43,191.24,87.39,212.36,89.92,99.3,278.64,176.12,233.1,191.87,227.59,84.86,67.9,320.93,243.99,95.32,274.81,247.48,310.08,283.77,84.15,286.45,163.1,126.71,311.85,141.92,235.09,63.22,161.07,120.47,74.89,262.33,57.38,143.63,193.97,184.38,112.17,302.75,95.78,90.34,76.13,156.93,237.43,192.78,244.13,250.55,132.74,140.89,274.66,224.19,184.8,296.71,253.38,170.59,278.45,266.78,320.55,253.85,288.19,157.13,297.18,282.27,274.03,155.09,279.77,80.77,88.61,152.54,273.06,64.94,71.97,99.4,108.29,275.13,281.25,192.31,158.89,293.62
2018-08-05,117.2,301.66,293.77,291.88,92.8,83.0,306.16,241.76,228.59,117.84,219.02,263.37,299.56,69.04,271.49,290.35,162.53,94.98,271.47,267.96,211.69,348.82,266.81,183.8,87.98,251.1,110.92,91.5,273.92,207.01,170.98,229.72,278.33,58.92,70.81,340.71,226.03,91.81,303.94,248.74,259.43,305.74,49.53,298.85,129.67,84.82,303.85,139.55,236.76,111.68,167.1,133.2,119.74,269.33,59.37,148.67,190.8,172.17,101.97,308.6,99.77,115.47,71.72,143.2,231.2,178.07,255.77,238.33,123.63,120.6,288.83,216.09,202.19,307.6,299.96,154.46,233.21,269.2,296.1,240.95,298.15,159.38,286.72,243.47,280.46,151.35,292.33,77.96,120.75,129.35,240.71,76.46,134.06,86.87,129.5,302.19,323.6,198.63,151.89,288.86
2018-08-06,173.8,306.21,276.15,334.09,65.93,79.18,243.08,243.28,274.59,68.23,181.97,278.71,292.27,76.29,312.84,275.85,163.67,102.39,279.73,263.41,214.81,299.06,289.18,230.87,78.78,252.49,86.73,94.33,284.91,211.28,174.78,215.21,283.36,71.37,83.44,294.03,254.81,113.98,306.95,239.0,271.28,308.47,74.54,306.07,131.62,115.99,302.92,149.59,255.65,133.55,134.22,122.59,135.13,257.45,80.51,156.64,234.62,184.13,91.08,296.83,119.61,120.57,74.04,172.43,236.45,187.05,252.88,242.81,136.94,97.72,269.54,219.38,214.49,339.53,309.43,154.01,253.62,248.25,323.16,274.2,301.83,154.67,294.09,256.74,276.94,121.54,268.42,91.8,97.27,152.94,246.26,77.7,116.0,127.91,97.23,312.5,270.4,207.18,158.65,322.74
2018-08-07,130.47,314.31,284.58,298.9,84.81,100.06,325.43,251.81,252.45,182.22,177.9,290.88,300.91,113.76,319.26,304.25,164.6,114.66,272.9,236.95,215.98,294.57,284.43,238.66,74.17,257.51,33.6,99.94,303.68,205.1,191.51,169.09,286.89,94.36,111.29,309.27,254.44,106.76,283.73,255.64,257.53,287.21,77.68,306.96,110.91,92.32,304.35,143.92,267.84,89.64,157.54,130.4,127.53,286.01,63.41,177.16,254.75,179.71,109.34,301.4,108.46,70.28,92.69,137.33,238.82,175.66,247.15,314.18,129.71,140.2,265.21,229.9,197.19,279.0,323.51,174.02,265.04,246.94,311.61,254.25,291.61,162.07,283.22,257.9,287.52,166.8,273.86,88.62,114.97,138.24,267.46,87.43,116.12,120.98,116.37,281.65,294.66,245.54,156.93,284.32
2018-08-08,155.51,321.81,269.38,313.79,87.3,85.83,334.11,280.55,281.38,175.47,194.27,283.78,252.08,101.47,312.11,298.15,173.48,113.42,295.02,224.54,226.09,303.81,281.97,242.19,131.95,258.02,102.94,99.48,279.69,213.28,183.0,247.82,228.56,103.88,96.48,349.77,246.44,99.71,277.34,250.75,244.37,301.13,81.63,304.62,106.01,122.95,307.36,156.75,259.21,134.01,126.1,138.96,133.35,254.71,65.66,155.05,234.64,167.64,104.49,325.3,120.1,126.69,70.04,135.5,241.33,191.23,270.25,262.69,137.04,102.51,264.83,234.9,214.77,253.11,257.85,181.94,268.79,242.67,309.18,272.75,293.57,164.63,306.16,277.46,292.56,168.55,301.63,94.11,107.39,98.85,257.9,89.75,148.76,94.46,141.02,331.74,300.87,189.44,171.23,359.83
2018-08-09,147.43,316.13,301.87,295.11,106.01,99.04,283.27,264.23,301.43,158.92,190.41,291.69,245.28,103.43,299.06,303.25,173.83,92.78,292.3,223.01,245.02,267.12,264.34,231.45,85.14,228.81,110.05,94.88,290.14,226.08,182.86,196.13,307.25,78.44,67.68,288.66,241.22,91.13,227.69,241.63,271.68,329.32,96.99,301.09,123.24,180.01,318.17,155.39,252.14,81.66,126.12,138.77,64.5,281.71,92.27,180.39,239.88,179.05,109.65,319.48,126.02,102.78,64.43,152.64,233.89,175.86,260.44,305.87,138.39,137.84,283.08,169.5,170.5,281.98,295.65,182.55,265.0,271.98,334.53,258.23,279.96,159.83,301.09,229.22,278.2,150.34,301.47,77.28,108.71,87.46,245.4,73.62,122.34,111.0,149.45,297.64,274.36,177.47,174.68,268.17
2018-08-10,164.55,293.71,269.27,289.94,75.98,127.76,295.84,264.41,311.62,131.15,205.76,237.58,250.21,95.2,267.58,291.17,153.26,87.0,303.88,208.52,208.04,297.75,293.71,171.17,83.36,239.51,118.07,87.04,282.9,210.38,179.36,203.12,272.59,56.99,77.53,316.81,242.16,96.31,247.75,233.33,267.13,280.31,67.99,287.73,119.76,139.28,293.17,157.97,257.33,104.2,151.11,118.45,175.8,265.79,90.47,142.55,241.82,188.31,96.84,303.76,94.02,94.79,50.92,149.18,234.81,189.67,248.29,213.67,131.43,118.23,271.76,171.19,168.85,286.58,253.27,190.2,285.18,257.42,304.82,215.3,325.28,179.63,281.06,267.16,275.1,152.1,276.86,84.04,108.75,139.79,242.43,79.51,166.43,130.19,126.03,303.29,264.98,212.45,161.52,329.02
